Character,Line,Tokens
Ted,and so lily and i were both about to give up but as you can all see lily does look beautiful in that dress and here i am giving a toast you know all this time id been wracking my brain trying to pick out the perfect moment to capture lily and marshall as a couple but then i realized the perfect moment wasnt some needle lost in the haystack of their ten years together the perfect lily and marshall moment happened two nights ago,"['lily', 'give', 'see', 'lily', 'look', 'beautiful', 'dress', 'giving', 'toast', 'know', 'time', 'id', 'wracking', 'brain', 'trying', 'pick', 'perfect', 'moment', 'capture', 'lily', 'marshall', 'couple', 'realized', 'perfect', 'moment', 'needle', 'lost', 'haystack', 'ten', 'years', 'together', 'perfect', 'lily', 'marshall', 'moment', 'happened', 'two', 'nights', 'ago']"
Ted,marshall what are you doing,['marshall']
Marshall,going to the bathroom,"['going', 'bathroom']"
Ted,in the hall,['hall']
Marshall,sleepwalking,['sleepwalking']
Ted,youre wide awake,"['wide', 'awake']"
Marshall,robbing us,"['robbing', 'us']"
Ted,dude,['dude']
Lily,god i missed you,"['god', 'missed']"
Marshall,i cant sleep without you hey baby would you be the big spoon for a while,"['cant', 'sleep', 'without', 'hey', 'baby', 'big', 'spoon']"
Lily,sure baby,"['sure', 'baby']"
Marshall,hows the weight gaining going,"['hows', 'weight', 'gaining', 'going']"
Lily,ugh terribly im too stressed out without you around,"['ugh', 'terribly', 'stressed', 'without', 'around']"
Marshall,well im here now,[]
Barney,nooo oh my god,"['nooo', 'god']"
Barney,partment barney yeah i know the camera loves me,"['partment', 'barney', 'know', 'camera', 'loves']"
Barney,thanks da bob,"['thanks', 'da', 'bob']"
Barney,um wrong wrong wrong wrong retail price is  so since you round off ill say  bob,"['um', 'wrong', 'wrong', 'wrong', 'wrong', 'retail', 'price', 'since', 'round', 'ill', 'say', 'bob']"
Lily, apartment lily so was it ,"['apartment', 'lily']"
Barney,partment barney i dont know was it,"['partment', 'barney', 'know']"
Barney,partment barney happy wedding,"['partment', 'barney', 'happy', 'wedding']"
Barney,thank you bob,"['thank', 'bob']"
Barney, billion,['billion']
Barney,so i brought some photos that i thought you might like to see this is me on my first birthday,"['brought', 'photos', 'thought', 'might', 'see', 'first', 'birthday']"
Ted,e apartment ted what are you doing,"['e', 'apartment', 'ted']"
Barney,partment barney uh spending some quality time with my dad,"['partment', 'barney', 'uh', 'spending', 'quality', 'time', 'dad']"
Barney,no no i want you to see this this is great,"['want', 'see', 'great']"
Barney,,[]
Barney,partment barney happy wedding again,"['partment', 'barney', 'happy', 'wedding']"
Lily, apartement lily oh my,"['apartement', 'lily']"
Barney,i have to be honest bob the big wheel is the only weak part of my game,"['honest', 'bob', 'big', 'wheel', 'weak', 'part', 'game']"
Barney,did you just im ready bob,"['ready', 'bob']"
Ted,e apartment ted oh no you spun it too hard,"['e', 'apartment', 'ted', 'spun', 'hard']"
Robin,apartment robin no he didnt spin it hard enough,"['apartment', 'robin', 'spin', 'hard', 'enough']"
Barney,thank you would you would you say youre proud of me,"['thank', 'say', 'proud']"
Ted,e apartment ted that was kind of a weird moment,"['e', 'apartment', 'ted', 'kind', 'weird', 'moment']"
Barney,please no car and an aboveground spa pass,"['please', 'car', 'aboveground', 'spa', 'pass']"
Barney,overbid,['overbid']
Barney,oh i love this,['love']
Robin,apartment robin i cant believe how excited i am right now,"['apartment', 'robin', 'cant', 'believe', 'excited', 'right']"
Barney,please please please let me ,"['please', 'please', 'please', 'let']"
Marshall,rtment marshall i dont even know what were going to do with a dune buggy but i want it,"['rtment', 'marshall', 'even', 'know', 'going', 'dune', 'buggy', 'want']"
Barney,,[]
Barney,before before we wrap up the show theres just something i want to say to you congratulations on  wonderful years hosting the price is right,"['wrap', 'show', 'theres', 'something', 'want', 'say', 'congratulations', 'wonderful', 'years', 'hosting', 'price', 'right']"
Barney,have your pets spayed or neutered,"['pets', 'spayed', 'neutered']"
Ted,why didnt you tell him,['tell']
Barney,well its just if you lived your whole life thinking one thing it would be pretty devastating to find out that wasnt true i just dont think bob could have handled it,"['lived', 'whole', 'life', 'thinking', 'one', 'thing', 'pretty', 'devastating', 'find', 'true', 'think', 'bob', 'could', 'handled']"
Ted,bob yeah probably a good choice,"['bob', 'probably', 'good', 'choice']"
Barney,anyway on the bright side happy wedding again,"['anyway', 'bright', 'side', 'happy', 'wedding']"
Marshall,um i thought since were going to be apart for two whole weeks i would sing you your nightnight song nightnight lily nightnight lily its time to go to bed oh my silly little lily time to rest your little head shalalalala shalalalala come on ted,"['um', 'thought', 'since', 'going', 'apart', 'two', 'whole', 'weeks', 'sing', 'nightnight', 'song', 'nightnight', 'lily', 'nightnight', 'lily', 'time', 'bed', 'silly', 'little', 'lily', 'time', 'rest', 'little', 'head', 'shalalalala', 'shalalalala', 'come', 'ted']"
Ted,no its weird,['weird']
Marshall,you promised,['promised']
Ted,shalalalala shalalalala shalalalala,"['shalalalala', 'shalalalala', 'shalalalala']"
Robin,wow its beautiful lily,"['wow', 'beautiful', 'lily']"
Lily,yeah its just how i always pictured it,"['always', 'pictured']"
Lily,so weve decided on a small outdoor wedding just family and close friends no more than  people in a beautiful garden somewhere maybe an acoustic guitar playing while we walk down the aisle,"['weve', 'decided', 'small', 'outdoor', 'wedding', 'family', 'close', 'friends', 'people', 'beautiful', 'garden', 'somewhere', 'maybe', 'acoustic', 'guitar', 'playing', 'walk', 'aisle']"
Barney,and maybe you already know someone who went down to the courthouse and registered as an officiant so that he or she he could perform the ceremony,"['maybe', 'already', 'know', 'someone', 'went', 'courthouse', 'registered', 'officiant', 'could', 'perform', 'ceremony']"
Robin,but you hate marriage why do you want to perform the ceremony,"['hate', 'marriage', 'want', 'perform', 'ceremony']"
Barney,because it subtly implants in the mind of every woman there that when i ask a question you say i do yeah,"['subtly', 'implants', 'mind', 'every', 'woman', 'ask', 'question', 'say']"
Lily,great now my moms making me invite the lessners this puts our numbers in the triple digits,"['great', 'moms', 'making', 'invite', 'lessners', 'puts', 'numbers', 'triple', 'digits']"
Robin,wow i guess sometimes lessner is more ner you know how like sometimes less is more,"['wow', 'guess', 'sometimes', 'lessner', 'ner', 'know', 'sometimes', 'less']"
Ted,yeah this is one of those times sweetie,"['one', 'times', 'sweetie']"
Marshall,you know what thats okay itll be a slightly big outdoor wedding,"['know', 'itll', 'slightly', 'big', 'outdoor', 'wedding']"
Lily,so its not going to be an outdoor wedding anymore marshalls dad is convinced if we have an outdoor wedding in new york hes going to get mugged so its going to be inside now itll be great were still going to have our acoustic guitar player,"['going', 'outdoor', 'wedding', 'anymore', 'marshalls', 'dad', 'convinced', 'outdoor', 'wedding', 'new', 'york', 'hes', 'going', 'mugged', 'going', 'inside', 'itll', 'great', 'still', 'going', 'acoustic', 'guitar', 'player']"
Lily,so now instead of an acoustic guitar were having a harp player yeah my dad owes a guy and that guys daughter plays the harp,"['instead', 'acoustic', 'guitar', 'harp', 'player', 'dad', 'owes', 'guy', 'guys', 'daughter', 'plays', 'harp']"
Barney,is she hot id love to be able to cross harp player off my list,"['hot', 'id', 'love', 'able', 'cross', 'harp', 'player', 'list']"
Marshall,how long is this list,"['long', 'list']"
Barney,dude im not gonna count how many pages the list is im not crass,"['dude', 'count', 'many', 'pages', 'list', 'crass']"
Lily,well it doesnt matter anyway shes pregnant,"['matter', 'anyway', 'pregnant']"
Barney,sweet i can cross off two things,"['sweet', 'cross', 'two', 'things']"
Lily,wow andrea you really are pregnant,"['wow', 'andrea', 'really', 'pregnant']"
Robin,how do you play the harp with your belly so,"['play', 'harp', 'belly']"
Robin,you only play half the harp,"['play', 'half', 'harp']"
Robin,oh no uh okay lily i will take care of this um ill just pluck the other half is it hard to learn,"['uh', 'lily', 'take', 'care', 'um', 'ill', 'pluck', 'half', 'hard', 'learn']"
Robin,yeah but im a fast learner you ever hear of guitar hero learned that in a day is there a harp hero,"['fast', 'learner', 'ever', 'hear', 'guitar', 'hero', 'learned', 'day', 'harp', 'hero']"
Lily,robin its fine so so when are you due,"['robin', 'fine', 'due']"
Lily,wow thats soon,"['wow', 'soon']"
Robin,holy crap we have to fire her shes gonna drop a shorty in the middle of your ceremony,"['holy', 'crap', 'fire', 'drop', 'shorty', 'middle', 'ceremony']"
Lily,robin im not going to freak myself out i hate those women who say oh my wedding has to be perfect things go wrong sometimes the deejay screws up your playlist sometimes you slip on placenta during the recessional,"['robin', 'going', 'freak', 'hate', 'women', 'say', 'wedding', 'perfect', 'things', 'wrong', 'sometimes', 'deejay', 'screws', 'playlist', 'sometimes', 'slip', 'placenta', 'recessional']"
Barney,can i grab a scotch and soda real quick,"['grab', 'scotch', 'soda', 'real', 'quick']"
Barney,wow you just cost yourself a big tip buddy,"['wow', 'cost', 'big', 'tip', 'buddy']"
Barney,you allowed to accept criticism you sir are an ass buddy,"['allowed', 'accept', 'criticism', 'sir', 'ass', 'buddy']"
Barney,hey you want to know what line doesnt work on a harp player hey baby want to pluck,"['hey', 'want', 'know', 'line', 'work', 'harp', 'player', 'hey', 'baby', 'want', 'pluck']"
Robin,really that didnt work,"['really', 'work']"
Barney,not even a little hey whos bill,"['even', 'little', 'hey', 'whos', 'bill']"
Lily,bill,['bill']
Barney,yeah this guy came up to me at the bar,"['guy', 'came', 'bar']"
Barney,uh dont think they do that anymore,"['uh', 'think', 'anymore']"
Lily,oh no did he look like a guy who tried to be an umpire but failed,"['look', 'guy', 'tried', 'umpire', 'failed']"
Barney,he kind of did,['kind']
Lily,thats scooter,['scooter']
Robin,your high school boyfriend scooter,"['high', 'school', 'boyfriend', 'scooter']"
Lily,his real name is bill my mom must have invited him,"['real', 'name', 'bill', 'mom', 'must', 'invited']"
Robin,why why would she do that,[]
Lily,our families are really close but my exboyfriend come on mom i didnt invite that professional squash player dad busted you with oh i need a glass of wine,"['families', 'really', 'close', 'exboyfriend', 'come', 'mom', 'invite', 'professional', 'squash', 'player', 'dad', 'busted', 'need', 'glass', 'wine']"
Barney,ill get it,['ill']
Lily,oh thanks hey hows marshall doing,"['thanks', 'hey', 'hows', 'marshall']"
Barney,hes great hes about to get his hair cut,"['hes', 'great', 'hes', 'hair', 'cut']"
Lily,oh im worried my cousins going to cut it too short,"['worried', 'cousins', 'going', 'cut', 'short']"
Barney,me too i was up all night,['night']
Barney,hey bill,"['hey', 'bill']"
Lily,scooter what are you doing here,['scooter']
Lily,youre really cute oh no really,"['really', 'cute', 'really']"
Lily,i want i want scooter,"['want', 'want', 'scooter']"
Barney,i need a glass of wine,"['need', 'glass', 'wine']"
Barney,its for the bride so,['bride']
Barney,white and uh shed also like a scotch and soda,"['white', 'uh', 'shed', 'also', 'scotch', 'soda']"
Barney,shed also like a bowl of smoked almonds,"['shed', 'also', 'bowl', 'smoked', 'almonds']"
Barney,well its only the biggest day of her life sothe barman leaves let the games begin,"['biggest', 'day', 'life', 'sothe', 'barman', 'leaves', 'let', 'games', 'begin']"
Barney,here cant stay got to try something,"['cant', 'stay', 'try', 'something']"
Robin,that is a good song,"['good', 'song']"
Robin,thats scooter,['scooter']
Barney,hey,['hey']
Barney,can i have your phone number,"['phone', 'number']"
Barney,its for the bride,['bride']
Barney,the bride wants you to walk slower,"['bride', 'wants', 'walk', 'slower']"
Robin,oh wow,['wow']
Lily,oh robin my makeup looks perfect right now and im about to cry do something,"['robin', 'makeup', 'looks', 'perfect', 'right', 'cry', 'something']"
Robin,i have hairy nipples,"['hairy', 'nipples']"
Lily,really,['really']
Robin,no but it worked didnt it,['worked']
Robin,theres a photographer oh my god okay i just have to call,"['theres', 'photographer', 'god', 'call']"
Lily,robin stop stop its okay i am not gonna let anything get to me today,"['robin', 'stop', 'stop', 'let', 'anything', 'today']"
Lily,im okay,[]
Lily,im fine,['fine']
Lily,totally cool,"['totally', 'cool']"
Robin,oh no lily i think i forgot your bridal panties ii thought i had them im so sorry,"['lily', 'think', 'forgot', 'bridal', 'panties', 'ii', 'thought', 'sorry']"
Lily,oh its okay ill just wear the ones i have on,"['ill', 'wear', 'ones']"
Robin,are you sure,['sure']
Lily,im marrying marshall today so it doesnt even matter that im gonna walk down the aisle without a veil in a room that has no flowers to the music of half a harp played by a woman whos crowning as my high school boyfriend reads guns n roses lyrics but thats okay because theres no photographer there to take any pictures of it anyway,"['marrying', 'marshall', 'today', 'even', 'matter', 'walk', 'aisle', 'without', 'veil', 'room', 'flowers', 'music', 'half', 'harp', 'played', 'woman', 'whos', 'crowning', 'high', 'school', 'boyfriend', 'reads', 'guns', 'n', 'roses', 'lyrics', 'theres', 'photographer', 'take', 'pictures', 'anyway']"
